"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "28" "29" "30" "31" "32" "33" "34" "35" "36" "37" "38" "39" "40" "41" "42" "43" "44" "45" "46" "47" "48" "49" "50" "51" "52" "53" "54" "55" "56" "57" "58" "59" "60" "61" "62" "63" "64" "65" "66" "67" "68" "69" "70" "71" "72" "73" "74" "75" "76" "77" "78" "79" "80" "81" "82" "83" "84" "85" "86"
"BLIND" 4560 5489 5959 6429 6834 7312 7501 7708 7595 7824 7724 7993 8019 8031 8054 8099 8020 8067 8333 8191 8091 8105 8050 7891 7695 7583 7369 7494 7094 6927 6643 6392 6070 5718 5514 5159 4788 4456 4119 3949 3594 3200 2942 2706 2353 2222 2001 1726 1571 1338 1177 1028 857 740 615 529 440 382 297 280 189 155 124 86 60 51 39 38 25 10 11 7 5 3 3 1 1 1 0 0 0 0 0 0 0 0 0
"ULCER" 4635 5238 5681 6189 6584 6758 6772 6605 6522 6565 6484 6291 6285 6347 6434 6388 6368 6337 6115 6101 6105 6008 5957 5650 5683 5495 5396 5225 4945 4651 4488 4050 3824 3561 3359 3180 2843 2622 2415 2067 1917 1704 1602 1310 1185 1031 890 778 600 525 480 394 343 257 214 184 126 119 112 72 53 35 26 22 14 6 8 7 3 3 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AMP" 916 2102 2980 4277 5255 6083 6856 7599 7919 8469 8550 8547 8881 8974 9177 9013 9084 9156 8968 8930 8919 9016 8836 8626 8834 8514 8558 8263 7980 7845 7522 7085 6676 6589 6235 5857 5621 5086 4854 4400 4180 3714 3426 2964 2855 2561 2188 2009 1710 1552 1329 1217 1047 867 738 652 540 439 393 316 211 167 154 94 72 45 45 40 20 9 4 2 4 2 1 0 0 0 0 0 0 0 0 0 0 0 0
"AMP2" 118 350 572 908 1336 1749 2144 2608 3050 3368 3800 3956 4177 4397 4688 4770 4909 4981 5068 5214 5212 5238 5095 5021 5010 5140 5169 4936 4828 4810 4681 4493 4248 4138 3970 3711 3652 3505 3115 2966 2734 2571 2373 2198 1984 1691 1615 1457 1307 1068 962 881 814 649 551 542 374 323 274 258 187 147 105 97 79 47 27 24 15 7 5 1 4 4 0 1 0 0 0 0 0 0 0 0 0 0 0
"RENAL" 166 246 301 431 566 641 710 770 893 957 1050 1095 1200 1183 1397 1372 1433 1421 1477 1532 1524 1455 1381 1466 1465 1388 1376 1340 1404 1257 1223 1190 1224 1070 1064 1056 992 938 903 810 779 714 652 593 577 532 455 426 387 346 338 273 225 229 172 183 133 123 103 82 72 52 43 29 29 30 14 12 8 2 2 5 4 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"CHF" 32938 33606 34632 34732 35838 36308 36220 35829 35556 35279 35535 34891 34229 33999 33478 32897 32451 31590 30944 29967 29180 28520 27175 26562 25350 24597 23789 22548 21305 20350 19270 18215 17251 15889 14906 13882 12822 11766 11154 10176 9160 8450 7492 6684 6158 5365 4900 4183 3737 3322 2760 2486 2025 1856 1582 1332 1072 922 779 627 499 420 345 218 204 136 118 103 67 50 32 29 13 16 5 4 2 0 0 0 0 0 0 0 0 0 0
"CANB" 4182 12944 21203 29187 36845 44379 51450 58201 64642 70656 75887 80709 85159 89034 92206 95158 97505 99316 100450 101368 101756 101600 101264 100485 99472 98053 96385 94493 92254 89676 86979 84164 81249 78011 74693 71234 67771 64272 60663 57114 53570 49962 46461 43146 39773 36533 33532 30558 27913 25209 22668 20355 18222 16261 14323 12559 10845 9269 7894 6680 5608 4573 3772 3059 2416 1914 1518 1172 897 681 515 354 236 156 77 44 23 17 6 4 1 1 0 0 0 0 0
"CANC" 2682 6607 9969 13041 15593 17937 19831 21468 22765 23769 24458 25018 25554 25823 26004 26065 25750 25344 24969 24411 23785 23059 22345 21570 20820 20006 19194 18452 17529 16639 15753 14751 13929 13083 12236 11344 10551 9721 9065 8423 7731 7072 6453 5883 5334 4854 4335 3878 3459 3062 2689 2370 2051 1805 1530 1321 1118 947 815 666 548 429 336 264 215 163 134 100 68 55 43 29 19 14 6 4 2 1 0 0 0 0 0 0 0 0 0
"OST" 72183 143042 213486 282773 351004 417889 481449 541331 597573 650094 698535 743030 783054 818262 849698 876559 898582 916833 930492 939602 944440 945962 943553 937196 927880 915540 900432 882038 861146 837302 811509 783814 755246 725231 694084 661426 628211 594882 561805 528260 494980 461980 429641 398299 367156 337563 309054 281917 255992 231719 208397 186975 166906 147921 130141 113455 98369 84672 72242 61078 50948 42046 34209 27571 21725 17216 13293 10283 7817 5854 4357 3102 2100 1336 787 409 216 107 48 23 4 4 2 0 0 0 0
"DEP" 145783 284301 414114 536792 651346 757229 854534 943216 1021955 1091567 1151411 1202548 1245899 1279901 1305972 1323871 1334250 1337964 1335415 1326347 1312251 1292505 1268412 1240694 1209451 1175870 1138998 1099791 1057905 1015328 970168 924156 877762 831258 783955 736638 690351 644643 600113 556375 513773 472331 432469 394488 357656 322718 290467 259351 230699 204536 179728 157625 137408 118591 101652 86512 72957 61093 50581 41295 33040 26163 20563 15863 11871 8922 6702 4924 3547 2537 1787 1275 846 516 303 153 85 37 11 7 0 0 0 0 0 0 0
"DEMENTIA" 8004 4790 5547 6478 7481 8582 9774 10904 11988 13472 14820 16035 17267 19254 20494 21924 22440 23385 23844 24118 24142 24616 24458 24192 23755 23924 23834 24135 23568 23842 23164 22934 22754 22704 22111 22115 21755 21172 20653 20272 19598 19507 18847 18728 18206 17153 16425 15981 15244 14097 13395 12669 12231 11695 11305 10399 9754 9601 8704 8196 7211 6445 5445 4602 3862 3050 2465 1855 1390 1044 814 605 426 251 155 81 53 25 8 4 0 0 0 0 0 0 0
"BMI" 33364.8663459162 33888.4509630578 34345.1896487347 34804.0847982978 35265.4011675557 35728.8756350913 35940.9525858774 36143.5999887604 36337.7625046521 36522.3988608737 36698.883847661 36865.5516434511 37023.34072039 37171.5153042323 37309.9060724125 37438.8117225868 37556.1171709876 37660.3791953297 37752.7533055858 37830.4200569911 37892.087578035 37940.1995215854 37970.9265948611 37985.7396321216 37983.0225112554 37961.0180163774 37919.6033412543 37852.7015227482 37766.3597435562 37656.8098524264 37524.7336594318 37366.7806826251 37184.8778907217 36976.3068264411 36745.4918473612 36483.7763551466 36197.7742383439 35885.9080164839 35546.2785745033 35177.0236320704 34771.9465462348 34333.366841474 33872.5968586059 33384.2505389972 32849.6346236373 32297.1467711126 31701.3511754673 31073.8934838593 30402.6333318616 29700.0893106179 28954.8927598897 28171.6281774404 27348.8359685302 26508.570853983 25639.3451002181 24716.9448216364 23798.2934321744 22849.0744873997 21930.7772403321 21008.9584815953 20102.4451156493 19188.454968491 18295.1444455614 17379.8957461764 16453.9320947827 15609.917379432 14577.0558135516 13731.8871082012 12970.163728939 12178.53748407 11414.7529194322 10064.8638810203 8476.03308539351 6292.80674628246 4101.56295047568 2360.67723006578 1174.62224739352 572.171624619785 222.075593421645 109.628837578396 15 15 5 0 0 0 0
